"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"FC","2020-09-20",93.5,-1.62,5.8,"Yu Darvish",592696,506433,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","CHC","MIN","B","null","null",0,0,2020,0.2,1.5,0.9,0.6,NA,NA,518626,2,2,"Top",NA,NA,NA,NA,605170,NA,"null",6.05393655273525,-135.728296850131,-10.953252431881,1.36121202282801,27.3052319371813,-11.9614190160774,3.03,1.46,NA,NA,NA,94.3,2684,6.7,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.62,"null","null","null","null","null","null","null",16,1,"Cutter",0,2,2,0,2,0,2,0,"Infield shift","Strategic",NA
"SL","2020-09-20",83.6,-1.81,5.63,"Yu Darvish",518626,506433,"single","hit_into_play_no_out",NA,NA,NA,NA,5,"Josh Donaldson singles on a line drive to right fielder Jason Heyward.  ","R","R","R","CHC","MIN","X","9","line_drive",1,2,2020,1.4,0,-0.07,2.69,NA,NA,NA,2,2,"Top",177.5,107.83,NA,NA,605170,NA,"null",1.22445003451296,-121.854930270186,-0.423134564818042,13.8474086706684,23.8109241948062,-32.0654970322835,3.41,1.56,250,82.3,20,83.9,2779,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.81,"0.829","0.746","0.90","1","1","0","4",15,5,"Slider",0,2,2,0,2,0,2,0,"Infield shift","Standard",0
"SI","2020-09-20",92.5,-1.43,5.79,"Yu Darvish",518626,506433,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CHC","MIN","B","null","null",0,2,2020,-1.2,0.8,0.88,0.2,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,605170,NA,"null",8.55083172665361,-134.147504643978,-10.1920314952899,-16.3032865756552,27.1729797141024,-20.7464581384632,3.35,1.63,NA,NA,NA,93.1,1840,6.7,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.43,"null","null","null","null","null","null","null",15,4,"Sinker",0,2,2,0,2,0,2,0,"Infield shift","Standard",NA
"SI","2020-09-20",92.6,-1.62,5.8,"Yu Darvish",518626,506433,"null","foul",NA,NA,NA,NA,1,"null","R","R","R","CHC","MIN","S","null","null",0,2,2020,-1,1,-0.38,2.92,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,605170,NA,"null",5.35414666813402,-134.836214896783,-3.8394805438685,-13.1334091592714,28.1690127152762,-19.0379673132188,3.41,1.56,NA,NA,NA,93.4,1877,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.62,"null","null","null","null","null","null","null",15,3,"Sinker",0,2,2,0,2,0,2,0,"Infield shift","Standard",NA
"FF","2020-09-20",95.9,-1.55,5.76,"Yu Darvish",518626,506433,"null","foul",NA,NA,NA,NA,4,"null","R","R","R","CHC","MIN","S","null","null",0,1,2020,-0.5,1.6,-0.58,2.33,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,605170,NA,"null",3.62429492220705,-139.540269703364,-7.17088897547859,-6.82167283221872,31.0519624828622,-9.70560406898512,3.41,1.56,147,85.8,70,96.4,2556,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.55,"null","null","null","null","null","null","null",15,2,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard",0
"FF","2020-09-20",95,-1.78,5.67,"Yu Darvish",518626,506433,"null","foul",NA,NA,NA,NA,2,"null","R","R","R","CHC","MIN","S","null","null",0,0,2020,-0.5,1.5,-0.27,2.95,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,605170,NA,"null",5.11129430974734,-138.232596128077,-4.9774538215461,-7.48233841243847,30.9142591139852,-11.3950839212756,3.41,1.56,NA,NA,NA,95.5,2539,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.78,"null","null","null","null","null","null","null",15,1,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard",NA
"FS","2020-09-20",90.6,-1.51,5.82,"Yu Darvish",596146,506433,"field_out","hit_into_play_score",NA,NA,NA,NA,13,"Max Kepler grounds out, second baseman Jason Kipnis to first baseman Anthony Rizzo.   Jake Cave scores.  ","R","L","R","CHC","MIN","X","4","ground_ball",0,1,2020,-1.1,0.8,-0.26,1.43,595909,NA,NA,1,2,"Top",145.33,162.89,NA,NA,605170,NA,"null",5.3706495490577,-131.844333187003,-6.81721865595431,-13.4067070629571,25.7164565637637,-21.5548177802614,3.38,1.64,16,99.4,-5,91.3,1676,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.51,"0.236","0.212","0.00","1","0","0","2",14,2,"Split-Finger",0,1,1,0,1,0,1,0,"Strategic","Standard",0
"SL","2020-09-20",82.4,-1.94,5.64,"Yu Darvish",596146,506433,"null","called_strike",NA,NA,NA,NA,4,"null","R","L","R","CHC","MIN","S","null","null",0,0,2020,1.4,0,-0.38,2.54,595909,NA,NA,1,2,"Top",NA,NA,NA,NA,605170,NA,"null",0.767478272145237,-120.009930187525,-0.490531134775536,13.7217675297879,22.5732312878876,-32.5697451664792,3.3,1.45,NA,NA,NA,82.8,2707,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.94,"null","null","null","null","null","null","null",14,1,"Slider",0,1,1,0,1,0,1,0,"Strategic","Standard",NA
"SI","2020-09-20",96,-1.74,5.7,"Yu Darvish",503556,506433,"strikeout","foul_tip",NA,NA,NA,NA,1,"Marwin Gonzalez strikes out on a foul tip.  ","R","L","R","CHC","MIN","S","2","null",1,2,2020,-1.2,1.2,-0.77,2.98,595909,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",5.19430957134338,-139.825064184038,-4.30662096622064,-16.2709225563278,29.8912005708289,-16.0577933052743,3.43,1.63,NA,NA,NA,96.6,2520,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.74,"null","null","0.00","1","0","0","null",13,4,"Sinker",0,1,1,0,1,0,1,0,"Strategic","Standard",NA
"FC","2020-09-20",87.9,-1.68,5.75,"Yu Darvish",503556,506433,"null","swinging_strike_blocked",NA,NA,NA,NA,14,"null","R","L","R","CHC","MIN","S","null","null",1,1,2020,0.7,-0.1,1.11,0.31,595909,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",5.35768912131324,-127.828678642116,-6.82723264812203,6.47102840257787,24.3921092095267,-32.5580877646683,3.43,1.63,NA,NA,NA,88.5,2999,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.68,"null","null","null","null","null","null","null",13,3,"Cutter",0,1,1,0,1,0,1,0,"Strategic","Standard",NA
"KC","2020-09-20",80.3,-1.55,5.78,"Yu Darvish",503556,506433,"null","blocked_ball",NA,NA,NA,NA,14,"null","R","L","R","CHC","MIN","B","null","null",0,1,2020,0.9,-1.3,0.16,0.94,595909,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",2.01022867056196,-116.869790471932,-1.57969453336627,8.11794034695838,23.7017050430873,-43.6006852774682,3.36,1.6,NA,NA,NA,80.3,2837,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.55,"null","null","null","null","null","null","null",13,2,"Knuckle Curve",0,1,1,0,1,0,1,0,"Strategic","Standard",NA
"SL","2020-09-20",81.9,-1.9,5.61,"Yu Darvish",503556,506433,"null","called_strike",NA,NA,NA,NA,5,"null","R","L","R","CHC","MIN","S","null","null",0,0,2020,1.5,0,-0.06,2.6,595909,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",1.34695460101469,-119.28931951824,-0.194677516775957,13.5810377110743,23.7923194548914,-32.4751164143892,3.32,1.38,NA,NA,NA,82.1,2747,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.9,"null","null","null","null","null","null","null",13,1,"Slider",0,1,1,0,1,0,1,0,"Strategic","Standard",NA
"FF","2020-09-20",95.2,-1.86,5.68,"Yu Darvish",595909,506433,"triple","hit_into_play_no_out",NA,NA,NA,NA,7,"Jake Cave triples (2) on a line drive to left fielder Kyle Schwarber.  ","R","L","R","CHC","MIN","X","7","line_drive",1,1,2020,-0.8,1.5,-0.48,1.79,NA,NA,NA,0,2,"Top",14.17,86.03,NA,NA,605170,NA,"null",5.37948772957722,-138.370054759553,-8.02298009511193,-11.1214964001686,30.683824943567,-10.8500353067593,3.37,1.53,328,98.8,20,95.5,2578,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.86,"0.429","0.461","1.60","1","1","2","5",12,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0
"FC","2020-09-20",83.6,-1.65,5.83,"Yu Darvish",595909,506433,"null","called_strike",NA,NA,NA,NA,4,"null","R","L","R","CHC","MIN","S","null","null",1,0,2020,0.4,-0.1,-0.34,2.21,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",2.31635351797181,-121.77021594245,-1.81347541177029,3.12861749390417,22.7748697272812,-32.810112859717,3.04,1.44,NA,NA,NA,84,2742,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.65,"null","null","null","null","null","null","null",12,2,"Cutter",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"SL","2020-09-20",78.7,-1.75,5.72,"Yu Darvish",595909,506433,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","CHC","MIN","B","null","null",0,0,2020,1.4,0.2,0.17,3.62,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",1.51337571915565,-114.638651146858,1.93047219767967,12.4174515888285,21.2250742625977,-31.2355238619928,2.9,1.35,NA,NA,NA,78.7,2589,6.2,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.75,"null","null","null","null","null","null","null",12,1,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FF","2020-09-20",96.2,-1.72,5.73,"Yu Darvish",641598,506433,"strikeout","swinging_strike",NA,NA,NA,NA,3,"Mitch Garver strikes out swinging.  ","R","R","R","CHC","MIN","S","2","null",1,2,2020,-0.6,1.6,0.45,2.81,518626,592696,664774,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.23958239106839,-139.866551097364,-5.87075576862587,-9.89910450986987,29.6723287819163,-9.79033313579954,3.34,1.61,NA,NA,NA,96.9,2666,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.72,"null","null","0.00","1","0","0","null",7,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"SL","2020-09-20",83.5,-1.8,5.63,"Yu Darvish",641598,506433,"null","swinging_strike",NA,NA,NA,NA,3,"null","R","R","R","CHC","MIN","S","null","null",1,1,2020,1.4,0.2,0.47,2.95,518626,592696,664774,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",2.4825977346121,-121.725956896309,-0.239029966163676,13.4999801474415,22.1605397621357,-30.1358869219001,3.34,1.61,NA,NA,NA,84.1,2847,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.8,"null","null","null","null","null","null","null",7,3,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FC","2020-09-20",88.3,-1.48,5.78,"Yu Darvish",641598,506433,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CHC","MIN","B","null","null",0,1,2020,0.6,0.2,2.1,0.98,518626,592696,664774,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.57032062894028,-128.519177470249,-6.18391270227605,5.12973458226131,22.2163543750433,-28.8817525100938,3.22,1.49,NA,NA,NA,89.4,2926,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.48,"null","null","null","null","null","null","null",7,2,"Cutter",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"FC","2020-09-20",86.5,-1.71,5.74,"Yu Darvish",641598,506433,"null","called_strike",NA,NA,NA,NA,5,"null","R","R","R","CHC","MIN","S","null","null",0,0,2020,0.6,0,0.06,2.2,518626,592696,664774,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",3.03960946441105,-126.111801610713,-2.44388992875042,5.77982864707369,21.9602759822806,-31.4652513104233,3.04,1.37,NA,NA,NA,87.3,2838,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.71,"null","null","null","null","null","null","null",7,1,"Cutter",0,1,1,0,1,0,1,0,"Infield shift","Standard",NA
"KC","2020-09-20",83.4,-1.5,5.85,"Yu Darvish",593871,506433,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Jorge Polanco strikes out swinging.  ","R","L","R","CHC","MIN","S","2","null",1,2,2020,1,-0.8,0.49,0.95,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",2.68019991618352,-121.485386325866,-3.34470697756689,9.11190816973861,22.9808198620611,-39.3621491805342,3.39,1.6,NA,NA,NA,83.7,2938,6.3,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.5,"null","null","0.00","1","0","0","null",6,8,"Knuckle Curve",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"FF","2020-09-20",96.9,-1.87,5.67,"Yu Darvish",593871,506433,"null","foul",NA,NA,NA,NA,3,"null","R","L","R","CHC","MIN","S","null","null",1,2,2020,-0.6,1.6,0.75,2.85,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",8.3080253663961,-140.835310555408,-5.60567529666679,-9.55596588613084,32.448990640039,-9.97977695144437,3.39,1.6,2,52.4,-67,97,2559,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.87,"null","null","null","null","null","null","null",6,7,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",0
"SI","2020-09-20",92.6,-1.58,5.9,"Yu Darvish",593871,506433,"null","foul",NA,NA,NA,NA,13,"null","R","L","R","CHC","MIN","S","null","null",1,2,2020,-1.2,0.7,-0.36,1.45,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",5.85637479160329,-134.613494342307,-7.08266305153195,-16.3688445047786,28.4942468920381,-22.6061076034744,3.39,1.6,2,76,-53,93.2,1818,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.58,"null","null","null","null","null","null","null",6,6,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",0
"SI","2020-09-20",92.4,-1.62,5.78,"Yu Darvish",593871,506433,"null","foul",NA,NA,NA,NA,7,"null","R","L","R","CHC","MIN","S","null","null",1,2,2020,-1.1,0.6,-0.36,1.52,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",5.55485504104533,-134.496233942023,-6.41211241737843,-14.1570782818037,25.7794115506316,-23.8353033240467,3.39,1.6,NA,NA,NA,93.3,1966,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.62,"null","null","null","null","null","null","null",6,5,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"SI","2020-09-20",92.4,-1.63,5.89,"Yu Darvish",593871,506433,"null","foul",NA,NA,NA,NA,1,"null","R","L","R","CHC","MIN","S","null","null",1,2,2020,-1.2,0.7,-0.67,3.32,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",4.99759255706828,-134.565198204355,-2.25682298575407,-15.1630039145556,27.7761647482806,-23.655053432699,3.39,1.6,NA,NA,NA,93,1841,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.63,"null","null","null","null","null","null","null",6,4,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"FC","2020-09-20",88,-1.81,5.77,"Yu Darvish",593871,506433,"null","foul",NA,NA,NA,NA,9,"null","R","L","R","CHC","MIN","S","null","null",1,1,2020,0.7,0,0.6,1.95,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",4.4591681045563,-128.158893956289,-3.27191772709457,6.77682327082488,23.3005862808421,-31.5835323433096,3.39,1.6,15,95.3,-8,88.7,2890,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.81,"null","null","null","null","null","null","null",6,3,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",0
"FF","2020-09-20",95.5,-1.75,5.75,"Yu Darvish",593871,506433,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","CHC","MIN","B","null","null",0,1,2020,-0.5,1.5,2.05,2.4,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",11.0992889871736,-138.543577345095,-6.67909466419338,-8.48625143199769,30.3039875471193,-11.0224426136221,3.34,1.61,NA,NA,NA,95.8,2517,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.75,"null","null","null","null","null","null","null",6,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"SL","2020-09-20",81.4,-1.8,5.71,"Yu Darvish",593871,506433,"null","called_strike",NA,NA,NA,NA,2,"null","R","L","R","CHC","MIN","S","null","null",0,0,2020,1.2,0,-0.01,2.94,518626,592696,664774,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",1.64687349873968,-118.609109191591,0.417333153932117,11.4039751009234,22.781633642192,-32.6496627722066,3.25,1.49,NA,NA,NA,81.6,2676,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.8,"null","null","null","null","null","null","null",6,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"FC","2020-09-20",87,-1.71,5.77,"Yu Darvish",664774,506433,"single","hit_into_play_no_out",NA,NA,NA,NA,5,"LaMonte Wade singles on a line drive to center fielder Ian Happ.   Josh Donaldson to 3rd.    Eddie Rosario to 2nd.  ","R","L","R","CHC","MIN","X","8","line_drive",3,1,2020,0.5,0.2,0.02,2.41,NA,518626,592696,1,1,"Top",134.66,87.42,NA,NA,605170,NA,"null",3.08767108326895,-126.795026031157,-2.30596282949685,5.22020107476213,23.0304430212383,-30.2278711681255,3.41,1.56,180,90.3,11,87.8,2859,6.4,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.71,"0.736","0.662","0.90","1","1","0","4",5,5,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",0
"FC","2020-09-20",87.8,-1.67,5.82,"Yu Darvish",664774,506433,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","CHC","MIN","B","null","null",2,1,2020,0.5,-0.2,1.03,2.2,NA,518626,592696,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",5.48383025680503,-127.846503645767,-2.39307558145485,4.67439280678367,23.9202053571706,-33.6197025277418,2.84,1.42,NA,NA,NA,88.5,2817,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.67,"null","null","null","null","null","null","null",5,4,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"FC","2020-09-20",93.4,-1.74,5.77,"Yu Darvish",664774,506433,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","CHC","MIN","B","null","null",1,1,2020,-0.1,1.4,0.92,1.58,NA,518626,592696,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.06368310589209,-135.742097137339,-8.24891462605714,-2.43101343826271,25.9514547563279,-13.052475638021,3.03,1.61,NA,NA,NA,94.2,2727,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.74,"null","null","null","null","null","null","null",5,3,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"FC","2020-09-20",86.2,-1.76,5.75,"Yu Darvish",664774,506433,"null","foul",NA,NA,NA,NA,9,"null","R","L","R","CHC","MIN","S","null","null",1,0,2020,0.4,0,0.48,1.98,NA,518626,592696,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",4.49406446567538,-125.582502089569,-2.73605062475719,3.73343001364104,22.4093037775712,-32.3860821303356,3.41,1.56,8,72.5,-16,87,2787,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.76,"null","null","null","null","null","null","null",5,2,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",0
"SL","2020-09-20",81.3,-1.95,5.65,"Yu Darvish",664774,506433,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","CHC","MIN","B","null","null",0,0,2020,1.5,-0.3,-1.07,2.27,NA,518626,592696,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",-0.851059225420074,-118.530053053205,-0.474128424783229,14.0581070412619,22.2124288976196,-34.949732060709,2.89,1.47,NA,NA,NA,81.6,2704,6.3,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.95,"null","null","null","null","null","null","null",5,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"SI","2020-09-20",92.9,-1.54,5.88,"Yu Darvish",593934,506433,"strikeout","swinging_strike",NA,NA,NA,NA,9,"Miguel Sano strikes out swinging.  ","R","R","R","CHC","MIN","S","2","null",0,2,2020,-1,0.9,0.33,1.83,NA,518626,592696,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.01983136345166,-135.111061145139,-6.68078367730454,-13.6836779295198,25.2188703500501,-19.9277922751242,3.55,1.63,NA,NA,NA,94,1811,6.7,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.54,"null","null","0.00","1","0","0","null",4,3,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"KC","2020-09-20",81,-1.54,5.86,"Yu Darvish",593934,506433,"null","foul",NA,NA,NA,NA,7,"null","R","R","R","CHC","MIN","S","null","null",0,1,2020,0.5,-1,-0.32,2.15,NA,518626,592696,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",1.77772936955326,-118.065439201774,0.160133930848555,4.39871906104196,21.401094452957,-41.5152021957318,3.55,1.63,371,104,32,81.6,2684,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.54,"null","null","null","null","null","null","null",4,2,"Knuckle Curve",0,1,1,0,1,0,1,0,"Standard","Standard",1
"FC","2020-09-20",87.4,-1.55,5.93,"Yu Darvish",593934,506433,"null","called_strike",NA,NA,NA,NA,2,"null","R","R","R","CHC","MIN","S","null","null",0,0,2020,0.4,0,-0.18,3.36,NA,518626,592696,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",2.41314762360834,-127.410713299334,-0.102997335487617,4.32081543064136,21.322887296988,-32.7461309085233,3.32,1.58,NA,NA,NA,88.1,2725,6.2,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.55,"null","null","null","null","null","null","null",4,1,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",NA
"KC","2020-09-20",80.8,-1.47,5.89,"Yu Darvish",592696,506433,"single","hit_into_play_score",NA,NA,NA,NA,14,"Eddie Rosario singles on a ground ball to right fielder Jason Heyward, deflected by first baseman Anthony Rizzo.   Max Kepler scores.    Josh Donaldson to 2nd.  ","R","L","R","CHC","MIN","X","3","ground_ball",0,1,2020,0.5,-1.1,0.83,2.46,NA,596146,518626,0,1,"Top",177.64,133.64,NA,NA,605170,NA,"null",4.15285382084429,-117.53274350753,1.21075115399864,3.98806376899392,22.8751630171045,-43.1643558717462,3.41,1.56,53,95.9,1,81.1,2650,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.47,"0.429","0.386","0.90","1","1","0","4",3,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",0
"FF","2020-09-20",96.4,-1.85,5.76,"Yu Darvish",592696,506433,"null","foul",NA,NA,NA,NA,5,"null","R","L","R","CHC","MIN","S","null","null",0,0,2020,-0.7,1.6,0.21,2.29,NA,596146,518626,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.11080743914152,-140.146164325699,-7.29328880722759,-10.9530296608386,29.3292473641014,-10.0047992352112,3.41,1.56,241,82.5,54,97.1,2514,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.85,"null","null","null","null","null","null","null",3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",0
"SL","2020-09-20",84.5,-1.7,5.68,"Yu Darvish",518626,506433,"walk","blocked_ball",NA,NA,NA,NA,14,"Josh Donaldson walks.   Max Kepler to 2nd.  ","R","R","R","CHC","MIN","B","null","null",3,2,2020,1.4,0,1.72,0.57,NA,NA,596146,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",5.21195299338821,-123.009543156704,-5.6072966265229,13.2773521174311,23.2964771061749,-31.3002350823797,3.13,1.47,NA,NA,NA,85,2780,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.7,"null","null","0.70","1","0","0","null",2,6,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",NA
"FC","2020-09-20",87.4,-1.67,5.77,"Yu Darvish",518626,506433,"null","swinging_strike",NA,NA,NA,NA,14,"null","R","R","R","CHC","MIN","S","null","null",3,1,2020,0.5,0.1,0.28,1.2,NA,NA,596146,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",3.74552941916076,-127.287802960126,-5.10944644306169,4.48346941149513,23.3430330587714,-30.6582431414652,3.41,1.56,NA,NA,NA,88.3,2656,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.67,"null","null","null","null","null","null","null",2,5,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",NA
"FC","2020-09-20",86.5,-1.68,5.83,"Yu Darvish",518626,506433,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CHC","MIN","B","null","null",2,1,2020,0.6,0,1.74,2.03,NA,NA,596146,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.0436299055127,-125.963287094697,-2.92248139538473,4.72138772917385,22.618996536895,-31.9203874842463,3.28,1.56,NA,NA,NA,87.2,2675,6.5,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.68,"null","null","null","null","null","null","null",2,4,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",NA
"FF","2020-09-20",96.3,-1.64,5.81,"Yu Darvish",518626,506433,"null","ball",NA,NA,NA,NA,13,"null","R","R","R","CHC","MIN","B","null","null",1,1,2020,-0.5,1.7,-0.87,1.21,NA,NA,596146,0,1,"Top",NA,NA,NA,NA,605170,NA,"null",3.1993147412386,-139.9635902015,-10.5845978803592,-7.29314797386716,31.3791931262887,-7.45548138909662,3.37,1.62,NA,NA,NA,96.7,2494,6.6,631617,506433,605170,519203,543401,592178,595879,656941,664023,518792,-1.64,"null","null","null","null","null","null","null",2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",NA
